state,city,institute_carnegie_classification,school,primary_investigator,Position,website,research_interest,postdoc_wanted
Pennsylvania,Philadelphia,R1,Temple University,Graham Dobereiner,,,"homogenous transition metal catalysis,petrochemical,organometallics",
Pennsylvania,University Park,R1,Pennsylvania State University,Harry Allcock,,,"polymer synthesis,materials,biomedicine",
Pennsylvania,Philadelphia,R1,University of Pennsylvania,James Petersson,Professor of Chemistry,http://peterssongroup.chem.upenn.edu/EJPLab_Home.html,"protein folding and interactions,in vitro folding",
Pennsylvania,Philadelphia,R1,University of Pennsylvania,Jeffrey Winkler,Merriam Professor of Chemistry,http://www.chem.upenn.edu/profile/jeffrey-d-winkler,"photochemistry,hedgehog signaling,natural product total synthesis,synthetic organic",
Pennsylvania,Pittsburgh,R1,University of Pittsburgh,Kabirul Islam,,,"bioorganic,protein engineering,chromatinomics,epigenetic proteins,mutagenesis",
Pennsylvania,Pittsburgh,R1,University of Pittsburgh,Kay Brummond,,https://www.chem.pitt.edu/person/kay-m-brummond,"reaction discovery,natural product synthesis,pauson-khand reaction,intramolecular didehydro diels alder reaction,molecular,synthetic organic",
Pennsylvania,Pittsburgh,R1,University of Pittsburgh,Kazunori Koide,,https://www.chem.pitt.edu/person/kazunori-koide,"natural product synthesis,fluorescent probes,biomacromolecules,synthetic organic",True
Pennsylvania,Pittsburgh,R1,Carnegie Mellon University,Kevin Noonan,,,"polymer,organometallic,homogeneous catalysis,organophosphorous",
Pennsylvania,Pittsburgh,R1,Carnegie Mellon University,Krzysztof Matyjaszewski,,,"polymer synthesis,macromolecular engineering,green chemistry,catalysis",
Pennsylvania,,X,Haverford College,Lou Charkoudian,,,,
Pennsylvania,Philadelphia,R1,University of Pennsylvania,Madeleine Joullie,Professor of Chemistry,https://web.sas.upenn.edu/mjoullie/,"heterocyclic and medicinal,natural products,cyclopeptide alkaloids and depsipeptides,ninhydrins",
Pennsylvania,Philadelphia,R1,University of Pennsylvania,Marisa Kozlowski,Professor of Chemistry,http://www.sas.upenn.edu/%7Emarisa/,"high throuput screening,computational,mechanism,synthetic organic",
Pennsylvania,Philadelphia,R1,University of Pennsylvania,Megan Matthews,Assistant Professor of Chemistry,https://matthewslab.org/,"enzymology,proteomics,cofactors and post translational modifications",
Pennsylvania,Philadelphia,R1,University of Pennsylvania,Monica McCallum,Assistant Professor of Chemistry,,"natural product and biosynthetic precursors,enzymes",
Pennsylvania,Pittsburgh,R1,Carnegie Mellon University,Newell Washburn,,,"materials,biomaterials,green chemistry,machine learning",
Pennsylvania,Philadelphia,R1,University of Pennsylvania,Patrick Walsh,Professor of Chemistry,https://web.sas.upenn.edu/walshgroup/,"cation pi interactions,super electron donors",
Pennsylvania,Pittsburgh,R1,University of Pittsburgh,Paul Floreancig,,https://floreancig.weebly.com/,"radical cations,physical organic,cyclization diversity oriented synthesis,natural products,synthetic organic",
Pennsylvania,Philadelphia,R1,Drexel University,Peter Wade,,,"3,3 sigmatropic rearrangements,nitro compounds,hemiacetal mimics,cycloadditions with nitroethylene and nitrile oxides",
Pennsylvania,Pittsburgh,R1,University of Pittsburgh,Peter Wipf,,http://ccc.chem.pitt.edu/wipf/index.html,"natural product synthesis,organometallic,heterocyclic,combinatorial synthesis,synthetic organic",
Pennsylvania,University Park,R1,Pennsylvania State University,Ramesh Giri,,https://science.aws.science.psu.edu/user/938,"sustainable chemistry,organometallic,catalysis,methods,synthetic organic",
Pennsylvania,University Park,R1,Pennsylvania State University,Ray Funk,,,ring construction methodology,
Pennsylvania,,X,Lehigh University,Robert Flowers,,http://flowersgroup.cas2.lehigh.edu,synthetic organic,
Pennsylvania,Philadelphia,R1,Temple University,Rodrigo Andrade,,https://sites.temple.edu/andradelab/,"macolide based antibiotics,indole alkaloids,natural product total synthesis,synthetic organic",
Pennsylvania,Philadelphia,R1,Temple University,Rongsheng (Ross) Wang,,,"chemical proteomics,protein engineering,chemical sensing,molecular imaging",
Pennsylvania,Philadelphia,R1,Temple University,Sarah Wengryniuk,,https://wengryniuklab.weebly.com/,"natural product total synthesis,Caarbon-hydrogen activation,asymettric carbon-carbon bond formation,heteroatom ring systems,synthetic organic",
Pennsylvania,Pittsburgh,R1,University of Pittsburgh,Scott Nelson,,,"metal based catalysts,natural product target molecules",
Pennsylvania,Philadelphia,R1,Temple University,Scott Sieburth,,https://sites.temple.edu/sieburthlab/,"silanediol functional group,isoteres,peptide mimcs,photo 4+4 cycloadditions,surface initiated polymerization,synthetic organic",
Pennsylvania,Pittsburgh,R1,Carnegie Mellon University,Stefania Sydlik,,,"polymers,materials,biomaterials,electronic materials,graphenic materials",
Pennsylvania,University Park,R1,Pennsylvania State University,Steven Weinreb,,,Natural product total synthesis,
Pennsylvania,Pittsburgh,x,Carnegie Mellon University,Subha Das,,,"nucleic acid labelling and ligations,branched RNAs,nanobiotechnology",
Pennsylvania,Philadelphia,R1,University of Pennsylvania,Virgil Percec,P. Roy Vagelos Professor of Chemistry,https://web.sas.upenn.edu/percecgroup/,"macromolecular,supramoleulcar,self assembly,catalysis",
Pennsylvania,Philadelphia,R1,University of Pennsylvania,William Dailey,Associate Professor of Chemistry,,"reactive intermediates,strained ring chemistry,computational chemistry,matrix isolation,organofluorine",
Pennsylvania,,X,Bryn Mawr University,William Malachowski,,http://malachowski.blogs.brynmawr.edu,synthetic organic,
Pennsylvania,University Park,R1,Pennsylvania State University,Xin Zhang,,,"intracellular protein aggregates,small molecule design and synthesis",
Pennsylvania,Pittsburgh,R1,University of Pittsburgh,Xinyu Liu,,http://www.pitt.edu/~xinyuliu/lab/Home.html,synthetic organic,
Puerto Rico,,X,University of Puerto Rico,John Soderquist,,http://chemistry.uprrp.edu/people/faculty/john-a-soderquist,synthetic organic,
Rhode Island,Providence,R1,Brown University,Amit Basu,,https://vivo.brown.edu/display/abasu#,"glycochemistry,glycobiology,polymers,nanomaterials,sensors and diagnostics,synthetic organic",
Rhode Island,,X,University of Rhode Island,Brenton DeBoef,,https://www.chm.uri.edu/deboefDevel/wordpress/,synthetic organic,
Rhode Island,Providence,,Brown University,Christopher Seto,,http://casey.brown.edu/chemistry/research/seto/,synthetic organic,
Rhode Island,Providence,,Brown University,Matthew Zimmt,,,"self patterning self assembled monolayers,eltron transfer at electrodes,fluorescent nanoparticles for glycoprofiling",
Rhode Island,Providence,,Brown University,Ming Xian,,http://xian.chem.wsu.edu/,"sulfur based signaling,bioorthogonal,flruoescent dye sensors,synthetic organic",
Rhode Island,Providence,,Brown University,Paul Williard,,https://www.brown.edu/academics/chemistry/people/faculty/paul-g-williard,"structural and mechanisitic information for reactive intermediates,asymmetric reactions,chiral cofactor,gadolinium containing porphyrin derivatives,synthetic organic",
South Carolina,Columbia,R1,University of South Carolina,Aaron Vannucci,,,"metal catalysts,nickel and palladium,carbon-carbon and carbon-heteroatom cross coupling,C-H activation",
South Carolina,Columbia,R1,University of South Carolina,Brian Benicewicz,,,"functional polymers,structure property relationships,nanocomposites,fuel cell membranes",
South Carolina,Clemson,R1,Clemson University,Byoungmoo (Boni) Kim,,,"selective functionalization,catalytic transformations",
South Carolina,Columbia,R1,University of South Carolina,Chuanbing Tang,,,"polymeric materials,biomass,organometallic,metallopolymers",
South Carolina,Clemson,R1,Clemson University,Daniel Whitehead,,http://www.clemson.edu/science/departments/chemistry/people/faculty/whitehead.html,"iodoarene catalysts for hypervalent iodine catalysts,heterogeneous catalysts with vanadium oxide,azocarboxylates,materials,nanoparticles,bioorganic,synthetic organic",
South Carolina,Clemson,R1,Clemson University,Dev Arya,,,"recognition of DNA major groove,bacterial ribosome,drug development",
South Carolina,Columbia,R1,University of South Carolina,Jie Li,,,"microbial genomes,biosynthetic pathways,enzyme biocatalysts,natural products,metabolomics,genetic engineering",
South Carolina,Columbia,R1,University of South Carolina,John Lavigne,,,"supramolecular organic and organometallics,boronic acids,polymeric networks conjugated polymers,sensors",
South Carolina,Columbia,R1,University of South Carolina,Ken Shimizu,,,"molecular devices,switches,rotors and balances,non-covalent interactions,molecularly imprinted polymers for sensing and separation",
South Carolina,Columbia,R1,University of South Carolina,Linda Shimizu,,,"self assembling macrocycles,tunable materials,1-dimensional channels,photosensitizers",
South Carolina,Clemson,R1,Clemson University,Modi Wetzler,,,"peptoids,nanotechnology",
South Carolina,Columbia,R1,University of South Carolina,Morgan Stefik,,,"polymer based materials,fuel cells,batteries,supercapacitors,photocoltaics,solar fuels",
South Carolina,Columbia,R1,University of South Carolina,Natalia Shustova,,,"photoswitches,artificial biomimetic systems,materials for susatinable energy conversion on porous graphitic frameworks",
South Carolina,Columbia,R1,University of South Carolina,Qian Wang,,,bioconjugation and biomaterials,
South Carolina,Clemson,R1,Clemson University,Rhett Smith,,,"sustainable building materials,energy regenration,plastic recycling",
South Carolina,Columbia,R1,University of South Carolina,Sheryl Wiskur,,http://artsandsciences.sc.edu/chemistry/groups/wiskur/,"silicon as a tool to separate enantiomers,synthetic organic",
South Carolina,Clemson,R1,Clemson University,Sourav Saha,,,"anion and ion pair recognition under elctronic control,stimuli responsive MOFs,phototonic materials,photocatalytic water splitting for hydrogen production",
South Carolina,Clemson,R1,Clemson University,Ya-Ping Sun,,,"carbon nanotubes and nanosheets materials,carbon dots,photoactive nanomaterials for optical bioimaging,nanoenergetics",
Tennessee,Knoxville,R1,University of Tennessee,Ampofo Darko,,https://darkolab.utk.edu,"strained rings,organometallic catalyst,cycloaddition,organocatalysis,synthetic organic",
Tennessee,Nashville,R1,Vanderbilt University,Andes Hess,,,"computational and physical organic,steroid converion,squalene",
Tennessee,Nashville,R1,Vanderbilt University,Brian Bachmann,,,"biosynthesis of non-natural compounds,genomic sequencing,high-throuput screening,metabolomics",
Tennessee,Nashville,R1,Vanderbilt University,Carmelo Rizzo,,https://www.vanderbilt.edu:443/chemistry/faculty/rizzo.php,"DNA repair,pre-mutagenic DNA lesions,oligonucelotides,carcinogens,heterocyclic amines,synthetic organic",
Tennessee,Knoxville,R1,University of Tennessee,Constance Bailey,,,"engineering enzymes as biocatalysts,biosynthetic pathwyas,natural products biosynthesis,polyketide synthase",
Tennessee,Nashville,R1,Vanderbilt University,Craig Lindsley,,https://lab.vanderbilt.edu/lindsleylab/,"natural product synthesis,organocatalysis,enantio-enriched beta-fluoroamines,synthetic organic",
Tennessee,Knoxville,R1,University of Tennessee,David Baker,,http://web.utk.edu/~dcbaker/,synthetic organic,
Tennessee,Memphis,X,St. Jude Children's Hospital,Fatima Rivas,,https://www.stjuderesearch.org/site/lab/rivas,synthetic organic,
Tennessee,Nashville,R1,Vanderbilt University,Gary Sulikowski,,https://lab.vanderbilt.edu/sulikowski-lab/,"natural product total synthesis,biosynthesis,chemical probes,synthetic organic",
Tennessee,Nashville,R1,Vanderbilt University,Jeffrey Johnston,,http://www.johnstonchemistry.org/,"peptide synthesis,enantioselective catalysis,natural product synthesis,chiral amines and heterocycles,alkaloids,synthetic organic",
Tennessee,Knoxville,R1,University of Tennessee,Jonathan Brantley,,,"reactive species into chemical scaffolds,functional polymers,tunable structures,physical organic",
Tennessee,Knoxville,R1,University of Tennessee,Joshua Baccile,,,"engineer artificial proteins,soft materials,protein confromational changes in hydrogels,material guided cell fate",
Tennessee,Nashville,R1,Vanderbilt University,Lawrence Marnett,,,"fatty acid oxygenase structure and function,endogenous DNA damage by lipid peroxidation,signal transduction in lipid mediators",
Tennessee,Knoxville,R1,University of Tennessee,Michael Best,,,"supramolecular bioorganic,lipid membranes,smart liposomes",
Tennessee,,X,Tennessee Healthy Science Center,Michio Kurosu,,https://academic.uthsc.edu/faculty/facepage.php?netID=mkurosu&personnel_id=287119,synthetic organic,
Tennessee,Nashville,R1,Vanderbilt University,Nathan Schley,,,"organometallic,hydrocarbon oxidation,C-H bond catalyst for oxidation,activation of ethers",
Tennessee,Nashville,R1,Vanderbilt University,Ned Porter,,,"molecular oxygen free radical,polyunsaturated lipid oxidation mechanism",
Tennessee,Memphis,X,St. Jude Children's Hospital,Richard Lee,Member,https://www.stjuderesearch.org/site/lab/lee,"medicinal chemistry,antibiotic synthesis,structure based drug design,synthetic organic",
Tennessee,Knoxville,R1,University of Tennessee,Shawn Capagna,,,"combinatorial chemistry,tandem liquid chromatography mass spec and NMR",
Tennessee,Nashville,R1,Vanderbilt University,Steven Townsend,,https://www.townsendchemistry.org,"natural product synthesis,diverted total synthesis,human milk microbiome,oligosaccharides,glycoconjugates,synthetic organic",
Tennessee,Knoxville,R1,University of Tennessee,Viktor Nemykin,,,"functional dyes,aromatic macrocycles,porphyrins,phthalocyanines,BODIPY",
Tennessee,Nashville,R1,Vanderbilt University,Zhongyue (John) Yang,,,"protein mutants design,machien learning,high throuput computation workflow",
Texas,Austin,R1,University of Texas - Austin,Adrian Keatinge-Clay,Associate Professor,http://keatinge-clay.cm.utexas.edu/research/,"natural products,polyketides,enzymes,biosynthesis,biophysics,biocatalysis",
Texas,Arlington,R1,University of Texas - Arlington,Alejandro Bugarin,,http://www.uta.edu/faculty/bugarin/AB_UTA/Home.html,synthetic organic,
Texas,College Station,R1,Texas A & M University,Andy Thomas,,,kinetic and chemical reactivity of reactive intermediates via NMR,
Texas,Houston,R1,Rice University,Angel Marti,,,"sensors in vivo and in vitro detection of DNA and mRNA,paramagnetic,alpha synuclein",
Texas,Lubbock,R1,Texas Tech University,Anne Gorden,,http://www.auburn.edu/cosam/faculty/chemistry/gordena/index.htm,"molecular recognition,functionalized heterocycles,catalysts for small molecule oxidation,synthetic organic",
Texas,Houston,R1,Rice University,Antonios Mikos,,,"3D printing and bioprinting,in situ polymerizable composite scaffolds",
Texas,Austin,R1,University of Texas - Austin,Benjamin Keitz,,,"catalysis,energy generation,environmental remediation,spearation",
Texas,Waco,X,Baylor University,Bob Kane,Associate Professor,http://bobkanelab.com/,"bioconjugation,medicinal chemistry,synthetic organic",
Texas,Austin,R1,University of Texas - Austin,Brent Iverson,,,"aqueous reactions,abiotic molecules,proteins",
Texas,Dallas,R1,University of Texas - Dallas,Bruce Novak,,,,
Texas,El Paso,R1,University of Texas - El Paso,Carl Dirk,,,theoretical modeling of optical materials,
Texas,Arlington,R1,University of Texas - Arlington,Carl Lovely,,https://www.uta.edu/chemistry/faculty/carl_lovely.php,"heterocyclic chemistry,synthetic organic",
Texas,Houston,R1,University of Houston,Chengzhi Cai,,,"mass spectrometry,thin films,surface functionalization,nanochemistry,coatings",
Texas,,,University of Texas Southwestern Medical,Chuo Chen,,http://www4.utsouthwestern.edu/chuochen/,synthetic organic,
Texas,Lubbock,R1,Texas Tech University,Clemens Krempner,,,"silanols and metal siloxides in catalysis,zwitterionic approach,early transition metal,novel silicon rich materials ofr optical",
Texas,College Station,R1,Texas A & M University,Coran Watanabe,,,natural product biosynthesis or catabolism,
Texas,Waco,,Baylor University,Daniel Romo,Schotts Professor of Chemistry,http://www.danielromogroup.com,"natural product total synthesis,methods development,activity-based protein profiling,synthetic organic",True
Texas,College Station,R1,Texas A & M University,Daniel Singleton,,,"experimental and computational mechanistic chemistry,mechanisms",
Texas,College Station,R1,Texas A & M University,David Bergbreiter,,,"polymer,catalysis,surface chemistry,green catalysts",
Texas,Lubbock,R1,Texas Tech University,David Nes,,,"natural products,metabolomics,enzymes in sterol biosynthesis pathways,enzymology in sterol catalysts",
Texas,College Station,R1,Texas A & M University,David Powers,,,"organomettalic and inorganic,oxidation chemistry,reactive intermediates",
Texas,Houston,R1,University of Houston,Don Coltart,,,,
Texas,San Antonio,,University of Texas - San Antonio,Doug Frantz,,https://chemistry.utsa.edu/frantzlab/dr-frantz/,synthetic organic,
Texas,Denton,R1,University of North Texas,Elizabeth Skellam,,,"biosynthetic metabolitc pathways,unusual biosynthetic enzymes,enzyme engineering",
Texas,College Station,R1,Texas A & M University,Emily Pentzer,,,"composite architecture,modification and functionalization of small molecules",
Texas,Austin,R1,University of Texas - Austin,Emily Que,,,"chemical tools to probe cellular metal homeostasis,novel MRI contrast agents for molecular imaging",
Texas,Austin,R1,University of Texas - Austin,Eric Anslyn,,,"physical organic and supramolecular chemistry,photophysics,catalytic asymmetric induction",
Texas,,,Texas Christian University,Eric Simanek,,http://ericsimanek.com/,synthetic organic,
Texas,Dallas,R1,University of Texas - Dallas,Eric Welin,,https://profiles.utdallas.edu/ewelin,synthetic organic,True
Texas,Dallas,R1,University of Texas - Dallas,Eric Welin,,https://profiles.utdallas.edu/ewelin,"natural product total synthesis,photocatalysis,synthetic organic",True
Texas,Houston,R1,University of Houston,Eva Harth,,,"polymeric networks,nanoscale,macromolecular,biomedical applications",
Texas,Denton,R1,University of North Texas,Francis D'Souza,,,"supramolecular,light energy harvesting,optoelectronics and sensing materials,solar cells,ultra fast laser spectroscopy",
Texas,Arlington,R1,University of Texas - Arlington,Frank Foss,,http://www.uta.edu/faculty/ffoss/,"bioinspired organocatalysis small molecule development,synthetic organic",
Texas,College Station,R1,Texas A & M University,Frank Raushel,,,"enzyme catalyzed reactions,organophosphate nerve agents,metabolism of carbohydrates",
Texas,San Antonio,,University of Texas - San Antonio,George Negrete,,https://chemistry.utsa.edu/archives/878,synthetic organic,
Texas,Houston,R1,University of Houston,Greg Cuny,,http://www.uh.edu/pharmacy/directory-home/pps-faculty/greg-cuny/index.php,"medicinal,in vivo pharmacology,alkaloids,disulfide cyclic peptides,synthetic organic",
Texas,Dallas,R1,University of Texas - Dallas,Gregg Dieckmann,,,"bionanotechnology,protein motifs for noncovalent functionalization of carbon nanotubes,zinc reactivity",
Texas,Lubbock,R1,Texas Tech University,Guigen Li,,http://www.depts.ttu.edu/chemistry/Faculty/li/index.php,"asymmetric synthesis,catalysis,bioorganic,multi-component domino reactions,GAP,synthetic organic",
Texas,Lubbock,R1,Texas Tech University,Haibo Ge,,,"organometallic,C-H bond functionalization,medicinal chemistry",
Texas,Houston,R1,Rice University,Han Xiao,,,"glycobiology,cancer immunology",
Texas,Denton,R1,University of North Texas,Hong Wang,,,"asymmetric catalysis,enamine-metal acid catalysis,pi-extended porphyrins",
Texas,Austin,R1,University of Texas - Austin,Hung-Wen Liu,,,"mechanistic enzymology,sugar biosynthesis,natural product,glycodiversification",
Texas,San Antonio,X,University of Texas - San Antonio,Hyunsoo Han,,https://chemistry.utsa.edu/archives/853,synthetic organic,
Texas,El Paso,R1,University of Texas - El Paso,James Salvador,,,Asymmetric synthesis. Chiral-stationary phases for high-performance liquid chromatography (HPLC),
Texas,Houston,R1,Rice University,James Tour,,,"nanoelectonics,graphene electronics,silicon oxide,carbon nanovectors,nanoengineered carbon scaffolds",
Texas,College Station,R1,Texas A & M University,Janet Bluemel,,,"inorganic,organometallic,surface chemistry,catalysis and polymers",
Texas,,X,Texas Christian University,Jean-Luc Montchamp,,http://personal.tcu.edu/jmontchamp/montchamp.htm,synthetic organic,
Texas,,X,University of Texas Southwestern Medical,Jef De Brabander,,http://www4.utsouthwestern.edu/jdebralab/,synthetic organic,
Texas,Houston,R1,University of Houston,Jeremy May,,http://may.chem.uh.edu/,"transition metal catalysts,carbene and ylide like intermediates,cascade reactions,natural products,protein sequencing,synthetic organic",
Texas,San Antonio,,University of Texas - San Antonio,John C.-G. Zhao,,https://chemistry.utsa.edu/archives/897,synthetic organic,
Texas,Dallas,R1,University of Texas - Dallas,John Ferraris,,,,
Texas,College Station,R1,Texas A & M University,John Gladysz,,,"organometallic,catalysis,green chemistry,enantioselective and recoverable catalysts",
Texas,Dallas,R1,University of Texas - Dallas,John Sibert,,,"Wurster's Crown,redox active macrocyclic receptor,lipophilic hosts oligomeric metal complexes,supramolecular,host-guest systems",
Texas,Waco,,Baylor University,John Wood,Robert A. Welch Distinguished Professor,https://www.johnwoodgroup.com,"natural product total synthesis,synthetic organic",
Texas,College Station,R1,Texas A & M University,Jonathan Sczepanski,,,"in vitro evolution,nucelic acid based sensors of sturctured RNAs,chromatin systems",
Texas,Austin,R1,University of Texas - Austin,Jonathan Sessler,,,"supramolecular,pyrrole,metal complexation,texaphyrins",
Texas,,,University of Texas Southwestern Medical,Joseph Ready,,https://www.utsouthwestern.edu/labs/ready/,synthetic organic,
Texas,Dallas,R1,University of Texas - Dallas,Julia Chan,,,"crystal growth,structure,quantum materials,magnetic frustrated materials,in situ synthesis of intermetallics",
Texas,Houston,R1,Rice University,Julian West,,,"C-H functionalization,catalysts",
Texas,Dallas,R1,University of Texas - Dallas,Jung-Mo Ahn,,https://labs.utdallas.edu/ahn/,"peptides and proteins,combinatorial chemistry,spectroscopic and biophysical mimicking protein secondary structures,synthetic organic",
Texas,Arlington,R1,University of Texas - Arlington,Junha Jeon,,https://www.uta.edu/chemistry/faculty/junha_jeon.php,"chemical synthesis and catalysis,synthetic organic",
Texas,Houston,R1,Rice University,K. C. Nicolaou,,http://nicolaou.rice.edu,"natural product total synthesis,photocatalysis,synthetic organic",
Texas,Austin,R1,University of Texas - Austin,Kami Hull,,https://sites.google.com/utexas.edu/thehullgroup/home,"mechanism,transition metal catalyzed methods,synthetic organic",
Texas,College Station,R1,Texas A & M University,Karen Wooley,,,"degradable polymers from natural products,macromolecular and polymer assemblies,microelectronics",
Texas,El Paso,R1,University of Texas - El Paso,Katja Michael,,,"photochemical acylation,carbohydrate based  diagnostic tools",
Texas,Dallas,R1,University of Texas - Dallas,Kenneth Balkus,,,"nanoporous metal oxides,zeolites,molecular sieves,host-guest",
Texas,College Station,R1,Texas A & M University,Kevin Burgess,,https://www.chem.tamu.edu/rgroup/burgess/,"protein surface small molecules,protein protein interaction,synthetic organic",
Texas,Waco,,Baylor University,Kevin Pinney,Professor,https://sites.baylor.edu/pinneygroup/,"chemical probes,radiochemistry,molecular modeling,synthetic organic",
Texas,Lubbock,R1,Texas Tech University,Kristin Hutchins,,,"molecular design recognition,polymer crystal engineering,environmental decontaminants",
Texas,Houston,R1,Rice University,László Kürti,,http://kurtilabs.com/,"heterocycle synthesis,carbocycles,natural products,synthetic organic",
Texas,College Station,R1,Texas A & M University,Lei Fang,,,"polymer,physical organic,process engineering,functional pi conjugated systems for electronic,photonic,energy",
Texas,Waco,,Baylor University,Liela Romero,Assistant Professor,http://theromerolab.com,"reaction discovery and development,mechanistic study,asymmetric catalysis,synthetic organic",True
Texas,Houston,R1,University of Houston,Loi Do,,,"polymerization catalysis,small molecule intracellular catalysis",
Texas,Houston,R1,University of Houston,Maurice Brookhart,,,"organometallic,coordinated ligands,c-H bond activation,migration and insertion reactions,homogeneous catalysis",
Texas,College Station,R1,Texas A & M University,Melissa Grunlan,,,medical devices and regenerative engineering therapies,
Texas,Dallas,R1,University of Texas - Dallas,Michael Biewer,,,"intermolecular effects in ordered media,semiconducting polymers for molecular electronics,photochromic systems",
Texas,San Antonio,,University of Texas - San Antonio,Michael Doyle,,https://chemistry.utsa.edu/doylelab/,synthetic organic,
Texas,Lubbock,R1,Texas Tech University,Michael Findlater,,,"catalysis,C-H Bond Activation Functionalization,organometallic,lanthanide",
Texas,Austin,R1,University of Texas - Austin,Michael Krische,,https://sites.google.com/a/utexas.edu/the-krische-research-group/home,"Natural product synthesis,arenes,nucleophilic catalysis,metal catalyzed 2+2 cycloaddition,synthetic organic",
Texas,Lubbock,R1,Texas Tech University,Michael Mayer,,http://www.depts.ttu.edu/chemistry/Faculty/mayer/index.php,"methodology,self assembly,nanoscale,macromolecular,catalysis,supramolecular,polymers,synthetic organic",
Texas,Denton,R1,University of North Texas,Michael Richmond,,,"organometallic complexes,catalysis",
Texas,Dallas,R1,University of Texas - Dallas,Mihaela Stefan,,,materials and polymers,
Texas,,,University of Texas Southwestern Medical,Myles Smith,,https://www.utsouthwestern.edu/labs/smith-myles/,synthetic organic,
Texas,Houston,R1,University of Houston,Ognjen Miljanic,,http://nsmn1.uh.edu/miljanic/,"self sorting dynamic combinatorial libraries,porous materials and molecular crystals,cyclobenzoins,rigid aromatic fluorophores,synthetic organic",
Texas,Houston,R1,University of Houston,Olafs Daugulis,,http://olafs.chem.uh.edu/,"group 11 metal chemistry,organometallic,polymer,synthetic organic",
Texas,San Antonio,,University of Texas - San Antonio,Oleg Larionov,,http://larionovgroup.com/,synthetic organic,
Texas,College Station,R1,Texas A & M University,Oleg Ozerov,,,"molecular transition metal,ligand design,borylation chemistry,metallopolymers",
Texas,Houston,R1,,Paul Engel,,,"free radical initiators and inhibiotrs of polymerization,carbon nanotubes",
Texas,Lubbock,R1,Texas Tech University,Paul W. Pare,,,"plant beneficial microbe interactions,metabolomics,marine natural products",
Texas,College Station,R1,Texas A & M University,Quentin Michaudel,,,"polymer synthesis,sequence controlled polymerization,conjugated polymers for electronic devices and energy storage conversion",
Texas,Houston,R1,University of Houston,Randall Lee,,,"fluorinated thin films,interfaces,nanoparticle growth and manipulation,biopolymers and conducting polymers",
Texas,Dallas,R1,University of Texas - Dallas,Ray Baughman,,,"nanoscale self assembly,electronic optics,magnetics,photonic crystals",
Texas,Dallas,R1,University of Texas - Dallas,Ronald Smaldone,,,supramolecular,
Texas,Houston,R1,University of Houston,Scott Gilbertson,,https://uh.edu/nsm/chemistry/people/faculty/Gilbertson/index.php,"natural product synthesis,small molecule library,rhodium catalyzed synthesis of medium sized rings,peptide based catalysts,synthetic organic",
Texas,Houston,R1,Rice University,Seiichi Matsuda,,,"terpenoids,natural products,terpene biosynthesis,engineer microbial metabolic pathways",
Texas,,X,Texas Christian University,Sergei Dzyuba,,http://personal.tcu.edu/sdzyuba/HOME.html,synthetic organic,
Texas,Dallas,R1,University of Texas - Dallas,Sheel Dodani,,,,
Texas,Dallas,R1,University of Texas - Dallas,Sheena D'Arcy,,,structure and function of proteins in gene transcription,
Texas,El Paso,R1,University of Texas - El Paso,Shizue Mito,,http://utminers.utep.edu/smito2/research.html,synthetic organic,
Texas,Houston,R1,University of Houston,Shoujun Xu,,,"molecular and cellular imaging and magnetic resonance imaging,FIRMS,SMI,LD MRI,AM",
Texas,Austin,R1,University of Texas - Austin,Stephen Martin,,https://sfmartin.cm.utexas.edu/,"natural product synthesis,protein ligand interaction,synthetic organic",
Texas,Denton,R1,University of North Texas,Sushama Dandekar,,,,
Texas,College Station,R1,Texas A & M University,Tadhg Begley,,,"mechanistic,enzymology,vitamin biosynthesis",
Texas,Houston,R1,University of Houston,Tandolph Thummel,,,,
Texas,Houston,R1,University of Houston,Thomas Teets,,,"physical inorganic,photophysical and photochemical phosphorescence,photoredoz catalysis",
Texas,,,University of Texas Southwestern Medical,Tian Qin,,https://www.utsouthwestern.edu/labs/qin/,synthetic organic,
Texas,,,University of Texas Southwestern Medical,Uttam Tambar,,https://www.utsouthwestern.edu/labs/tambar/,synthetic organic,True
Texas,Dallas,R1,University of Texas - Dallas,Vladimir Gevorgyan,,https://labs.utdallas.edu/gevorgyan-group/,"catalytic methodology,mechanisms,synthetic organic",
Texas,College Station,R1,Texas A & M University,Wenshe Liu,,,chromatin epigenetics,
Texas,College Station,R1,Texas A & M University,Xin Yan,,,"mass spectrometry,reaction mechanism study",
Texas,El Paso,R1,University of Texas - El Paso,Yaoqiu Zhu,,,Organic chemistry studies including innovative synthesis​​ to enable the use of clinical agents or natural products as templates for medicinal chemistry or chemical biology explorations.,
Texas,Austin,R1,University of Texas - Austin,Zachariah Page,,,"polymer,materials,fluorescence,soft materials",
Texas,Houston,R1,Rice University,Zachary Ball,,http://www.ztb.rice.edu/index.html,"protein chemistry,trnaition metal catalysis,synthetic organic",
Utah,Salt Lake City,R1,University of Utah,Aaron Puri,,,"structure,function and genetic regulation of natural products",
Utah,Salt Lake City,R1,University of Utah,Andrew Roberts,,,"peptide based therapeutics,small molecules",
Utah,,X,Utah State University,Bradley Davidson,,https://chem.usu.edu/faculty_staff/faculty/bradley_s_davidson,synthetic organic,
Utah,Salt Lake City,R1,University of Utah,Caroline Saouma,,,"transition metal,activation of O2 for fuel cells,electrocatalytic CO2 fixation,CO2 reduction to methanol",
